question_id,question,predicted,actual,is_correct,response
125,소년법 상소년 형사 절차에 대한 설명으로 옳지 않은 것은?,B,B,True,"각 선택지를 법리와 형법의 원칙에 따라 분석하면 다음과 같습니다.

A. 소년에 대한 구속영장은 부득이한 경우가 아니면 발부할 수 없다.
- 맞는 설명입니다. 소년법에 따라 소년에게 구속영장을 발부하는 것은 매우 제한적이며, 부득이한 경우에만 허용됩니다.

B. 형의 집행유예를 선고하면서 부정기형을 선고할 수 있다.
- 이 설명은 틀립니다. 집행유예는 정기형 및 징역형에만 적용 가능하며, 부정기형은 집행유예와 함께 선고할 수 없습니다.

C. 소년에 대한 형사사건은 다른 피의 사건과 관련된 경우에도 분리하여 심리하는 것이 원칙이다.
- 맞는 설명입니다. 소년법은 소년의 재범 방지와 사회 복귀를 염두에 두고 특별한 처벌 원칙을 따릅니다.

D. 18세 미만인 소년에게는 노역장 유치를 선고할 수 없다.
- 맞는 설명입니다. 소년법에서는 18세 미만의 소년에 대해서는 노역장 유치 등의 처벌을 할 수 없습니다.

이러한 분석을 거치면 가장 적절하지 않은 설명은 B입니다.

따라서 최종 선택지는 B입니다."
126,구금방법에 대한 설명으로 옳지 않은 것은?,D,C,False,D.
127,서덜랜드(E.H.Suth erland)의 차별적 접촉이론에 대한 설명으로 옳은 것은?,B,A,False,"서덜랜드의 차별적 접촉이론은 범죄행위가 개인의 직접적 접촉을 통해 학습된다는 점에 중점을 두고 있습니다. 이를 토대로 각 선택지를 분석해보면:

A. 범죄행위의 학습 과정과 정상행위의 학습 과정은 동일하다 - 이 설명은 옳지 않습니다. 차별적 접촉이론에 따르면 범죄행위와 정상행위의 학습 과정은 다르게 이해됩니다.

B. 범죄행위는 유전적인 요인뿐만 아니라 태도, 동기, 범행 수법의 학습 결과이다 - 이 선택은 차별적 접촉이론의 내용을 반영하여 제대로 설명하고 있습니다.

C. 법에 대한 개인의 태도는 개인이 처한 경제적 위치와 차별 경험에서 비롯된다 - 이 설명은 부분적으로 맞을 수 있지만, 이론의 주요 포인트가 아닙니다.

D. 타인과 직접 접촉이 아닌 매체를 통한 특정 인물의 동일시에 의해서도 범죄행위는 학습된다 - 이 설명 역시 차별적 접촉이론의 주된 초점과 일치하지 않습니다.

이러한 분석을 바탕으로, B가 차별적 접촉이론을 잘 설명하고 있기 때문에 가장 적절한 답변입니다.

최종 선택: B"
128,범죄 문제에 대한 고전학파의 특징에 대비되는 실증주의학파의 특징으로 옳지 않은 것은?,C,C,True,C. 범죄행위의 사회적 책임보다는 위법행위를 한 개인의 책임을 강조한다.
129,범죄 원인론에 대한 설명으로 옳지 않은 것은?,B,C,False,B.
130,증거능력에 대한 설명으로 옳지 않은 것은?,D,A,False,D
131,진술 증거의 증거능력에 대한 설명으로 옳지 않은 것은?,A,B,False,"문제의 핵심 쟁점은 진술 증거의 증거능력에 관한 것으로, 특히 임의성과 위법성에 대한 부분을 다루고 있습니다. 각 선택지를 검토해 보겠습니다.

A. 임의성이 인정되지 아니하여 증거능력이 없는 진술 증거는 피고인이 증거로 함에 동의하더라도 증거로 삼을 수 없다.
- 이 선택지는 옳습니다. 임의성이 결여된 진술은 기본적으로 증거능력이 없습니다.

B. 참고인으로 조사를 받으면서 수사기관으로부터 진술거부권을 고지받지 않았다면 그 진술조서는 위법 수집 증거로서 증거 능력이 없다.
- 이 선택지도 옳습니다. 진술거부권의 고지는 법적 절차의 중요한 요소이며, 이를 무시한 진술은 위법 수집 증거로 간주됩니다.

C. 공판기일에 피고인의 진술을 기재한 조서는 전문 법칙에도 불구하고 증거로 할 수 있다.
- 이 선택지는 적절한 법이론에 의해 이루어진 진술의 경우 증거로 인정될 수 있습니다. 심리의 목적상 공판에서의 진술이 인정될 수 있습니다.

D. 공판기일에 피고인에게 유리한 증언을 한 증인을 이후 검사가 소"
132,기판력 또는 일사 부재리의 효력에 대한 설명으로 옳지 않은 것은?,A,D,False,"기판력 및 일사 부재리의 효력에 대한 설명을 검토할 때, 각 선택지를 법리적으로 분석해보면 다음과 같습니다.

A. ""과태료를 납부한 후에 다시 형사 처벌을 하는 것은 일사 부재리의 원칙에 반하는 것이 아니다."" - 과태료 부과는 형사 처벌이 아니므로, 같은 사실에 대해 형사 처벌이 가능하기 때문에 이 설명은 옳습니다.

B. ""피고인이 성명을 모용한 경우 기판력은 피 모용자에게 미치지 않는다."" - 기판력은 일반적으로 피고인에게만 미치는 것이므로 이 설명은 옳습니다.

C. ""면소 판결이 확정된 경우에는 일사 부재리의 효력이 인정된다."" - 면소 판결은 사건 자체가 법적으로 더 이상 심리되지 않음을 의미하므로, 일사 부재리가 적용됩니다. 이 설명도 옳습니다.

D. ""약식명령에 대한 기판력의 시간적 범위는 약식 명령의 도달 시를 기준으로 한다."" - 약식명령의 기판력은 약식명령이 확정된 시점, 즉 불복이 없다면 최종판결로서의 효력이 발생하므로 일반적으로 도달 시점이 아닌 확정 시점을 기준으로 해야 합니다"
133,"제척, 기피제도에 대한 설명으로 옳지 않은 것은?",B,C,False,"정답은 B입니다. 

B. 약식명령을 발령한 법관이 정식 재판 절차의 제 1심 판결에 관여하였다고 하여 제척의 원인이 된다고 볼 수는 없다. - 이 내용은 옳지 않습니다. 약식명령을 발령한 법관이 이후 정식 재판의 판결에 관여하게 되면, 법관의 공정성을 의심할 수 있는 상황이므로 제척의 원인이 될 수 있습니다."
134,치료감호 등에 관한 법률 상 보호관찰에 대한 설명으로 옳지 않은 것은?,A,D,False,A. 보호관찰의 기간은 3년으로 한다.
135,현행 법령상 가석방제도에 대한 설명으로 옳지 않은 것은?,A,D,False,"가석방제도에 대한 설명을 분석해보겠습니다.

A. 가석방은 행정처분의 일종이다.
- 이는 맞는 설명입니다. 가석방은 형의 집행을 일시적으로 중단하는 행정처분입니다.

B. 가석방 심사위원회는 위원장을 포함한 5인 이상 9인 이하의 위원으로 구성한다.
- 이는 맞는 설명입니다. 가석방 심사위원회는 정해진 인원수로 구성됩니다.

C. 가석방 심사위원회는 가석방 적격 결정을 하였으면 5일 이내에 법무부 장관에게 가석방허가를 신청하여야 한다.
- 이는 틀린 설명입니다. 가석방 적격 결정을 하였다고 해서 반드시 법무부 장관에게 허가 신청을 해야 하는 까지는 아니며, 협의사항 등이 있을 수 있습니다. 이는 법적으로 기재되어 있는 내용을 확인할 필요가 있습니다.

D. 가석방 취소자의 잔형 기간은 가석방을 실시한 다음날부터 원래 형기의 종료일까지로 하고, 잔형 집행 기산일은 가석방을 실시한 다음날로 한다.
- 이는 맞는 설명입니다. 가석방이 취소된 경우 잔형 집행은 가석방 다음날부터 계산됩니다.

결론적으로, 현"
136,형의 집행 및 수용자의 처우에 관한 법률 상 여성 수용자의 처우에 대한 설명으로 옳지 않은 것은?,B,D,False,B.
137,현행 법령상 형벌에 대한 설명으로 옳지 않은 것은?,A,D,False,"문제를 살펴보면 현행 법령상 형벌에 대한 설명으로 옳지 않은 것을 찾는 것입니다.

A. ""죄를 범할 당시 18세 미만인 소년에 대해서는 사형을 선고할 수 없다."" - 맞는 내용입니다. 한국 형법에서는 미성년자(18세 미만)에 대해 사형을 선고할 수 없습니다.

B. ""유기징역은 1개월 이상 30년 이하로 하며, 형을 가중하는 경우에는 50년까지 가능하다."" - 맞는 내용입니다. 유기징역은 1개월 이상 30년 이하로 규정되어 있으며, 특정 범죄에 대해서는 50년까지 가능할 수 있습니다.

C. ""형을 병과할 경우에는 그 형의 일부에 대하여 집행을 유예할 수 있다."" - 맞는 내용입니다. 형을 병과할 경우 집행유예를 받을 수 있는 일부에 대하여 적용할 수 있습니다.

D. ""형의 선고 유예를 받은 날부터 1년을 경과한 때에는 면소된 것으로 간주한다."" - 틀린 내용입니다. 선고 유예는 그 유예 기간 동안 별도로 행해지며, 유예가 시행된 후 면소가 되는 것은 아닙니다.

따라서, 옳지 않은 설명은 D입니다.

최종 답변: D"
138,형의 집행 및 수용자의 처우에 관한 법령상 교정시설의 시찰 및 참관에 대한 설명으로 옳지 않은 것은?,A,B,False,"위 문제에서 교정시설의 시찰 및 참관에 대한 법령에 대한 설명이 주어졌습니다. 각 선택지를 검토해보면:

A. 교정시설의 장은 판사와 검사 외의 사람이 교정시설의 참관을 신청하는 경우에는 그 성명․ 직업․주소․나이․성별 및 참관 목적을 확인한 후 허가 여부를 결정하여야 한다.
- 이는 맞는 설명으로, 교정시설의 장은 참관할 사람의 정보를 확인하고 허가 여부를 결정해야 합니다.

B. 판사와 검사 외의 사람은 교정시설을 참관하려면 학술연구 등 정당한 이유를 명시하여 관할 지방교정청장의 허가를 받아야 한다.
- 판사와 검사 외의 사람은 정당한 이유를 요구하며, 허가를 얻어야 하는 것도 맞습니다.

C. 판사 또는 검사가 교정시설을 시찰할 경우에는 미리 그 신분을 나타내는 증표를 교정시설의 장에게 제시한 후 시찰부에 서명 또는 날인하여야 한다.
- 판사와 검사도 신분을 증명하고 서명하는 절차가 있는 것은 맞는 정보입니다.

D. 교정시설의 장은 판사 또는 검사가 교정시설을 시찰할 경우 교도관에게 시찰을 요구받은"
139,형의 집행 및 수용자의 처우에 관한 법률 시행규칙상 <보기 1>의 경비처우급과 <보기 2>의 작업기준을 바르게 연결한 것은?,A,D,False,"제공된 문맥 정보로부터 <보기 1>와 <보기 2>의 내용에 대한 구체적인 연결 상황이 제시되지 않아, 해당 내용에 대한 정확한 정보가 부족합니다. 

하지만, 일반적으로 문제에 대한 답변은 제공된 방정식 또는 상황에 따라 달라지는 경향이 있습니다. 주어진 선택지에서 각각의 연결(예: ㄱ – A, ㄴ – C 등)에 대한 정보가 부족하기 때문에 정확한 연결과 판단은 어렵습니다. 

이와 같은 질문은 일반적으로 주어진 정보가 충분해야 정확한 분석과 답변이 가능합니다. 따라서 적절한 정보를 직접 제시하거나 추가적인 세부사항이 주어지지 않는 한, 각 선택지에 대한 법적 분석이 불가능합니다.

따라서 주어진 정보를 바탕으로 명확한 분석 없이 최종 판단을 내리기는 어렵습니다. 하지만 문제에서 제공된 연결을 바르게 판단하기 위해서는 추가적인 정보가 필요합니다. 

결론적으로, 질문에 맞춰 명확한 선택지를 제시할 수 없습니다. 필요한 정보가 없다면 ""정보 부족""이라는 점을 고려하여 다음 단계로 진행하는 것이 적절하겠습니다."
140,형의 집행 및 수용자의 처우에 관한 법률 의 내용으로 옳지 않은 것은?,C,B,False,C.
141,소년법 상소년부 판사가 취할 수 있는 임시 조치로 옳지 않은 것은?,D,C,False,"소년법 상소년부 판사가 취할 수 있는 임시 조치 중에서 옳지 않은 것을 골라야 합니다. 각 선택지를 분석해보면:

A. 보호자에게 1개월간 감호 위탁: 일반적으로 소년법에 따라 보호자가 있는 경우, 보호자에게 감호 위탁이 가능하므로 이 옵션은 적절합니다.

B. 요양소에 3개월간 감호 위탁: 법원은 필요에 따라 요양소에 소년을 감호 위탁할 수 있으므로 이 옵션도 적합합니다.

C. 소년분류심사원에 3개월간 감호 위탁: 소년분류심사원에 위탁하는 것도 소년법 상 인정되는 조치입니다.

D. 소년을 보호할 수 있는 적당한 자에게 1개월간 감호 위탁: 적당한 자에게 감호를 위탁하는 것은 일반적으로 가능하나, 기간이 1개월로 한정된 예시의 적절성을 따져볼 수 있습니다.

법리적으로 보았을 때, 모든 선택지가 적절한 조치로 판단되지만, 형법 해석 및 소년법의 적용에 있어서 가장 일반적이지 않거나 혹은 불가능한 조치를 선택하다며 최종적으로 D를 제시할 수 있습니다.

따라서, 가장 적절한 답변은 D입니다."
142,공모 관계 이탈 및 공범 관계 이탈에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제의 핵심 형법 쟁점으로는 공모 관계와 공범 관계 이탈에 대한 판단 기준이 되겠습니다. 각 선택지를 법조항 및 일반적인 형법 원칙에 비추어 분석해보면 다음과 같습니다.

A. 공모자가 공모에 주도적으로 참여하여 다른 공모자의 실행에 영향을 미친 경우, 범행을 저지하기 위해 적극적으로 노력하는 한 공모 관계에서 이탈했다고 보지 않을 수 있습니다. 이 설명은 일반적으로 맞는 사례입니다.

B. 단순 공모자 중 한 사람이 공모 관계에서 이탈하면, 그 후의 다른 공모자의 행위에 대해 공동정범으로서의 책임을 지지 않는다는 주장은 타당합니다. 이탈의 표시는 반드시 명시적일 필요는 없고, 암묵적으로 인정될 수 있습니다. 올바른 설명입니다.

C. 피고인이 공범과 함께 성매매를 하도록 한 후 구속된 상태에서 공범들이 계속 성매매를 하게 된 경우, 구속 이후 범행에 대해 피고인에게 공동정범의 죄책이 인정되지 않는다는 주장은 맞습니다. 구속 상태에서 실질적인 행위 지배가 인정되지 않기 때문입니다.

D. 주식 시세조종의 목적을 가지고 여러 범행에 연루되었던 피고인이 퇴사 후에"
143,법인의 형사 책임에 대한 설명으로 옳지 않은 것은?,A,D,False,A. 법인이 설립되기 이전에 자연인이 한 행위에 대하여는 특별한 근거 규정이 없는 한 양벌규정을 적용하여 법인을 처벌할 수 없다.
144,형법 의 적용 범위에 대한 설명으로 옳은 것은?,B,C,False,B.
145,치료감호 등에 관한 법률상 치료감호와 치료명령에 대한 설명으로 옳은 것은?,A,B,False,"문제는 치료감호와 치료명령에 관한 법률의 설명으로 옳은 것을 질문하고 있습니다. 각 선택지를 법조항과 상식에 비추어 분석하겠습니다.

A. 치료감호와 형이병과된 경우 형 집행 완료 후 치료감호를 집행한다.
- 이 선택지는 틀립니다. 치료감호는 형의 집행과 동시에 진행될 수 있는 제도이므로, 반드시 형 집행 완료 후 치료감호를 집행해야 하는 것은 아닙니다.

B. 피의자가 심신장애로 의사결정 능력이 없기 때문에 벌할 수 없는 경우 검사는 공소제기 없이 치료감호만을 청구할 수 있다.
- 이 선택지는 옳지 않습니다. 심신장애로 의사결정 능력이 없더라도 사법 절차가 이루어져야 하며, 치료감호만을 청구하는 것은 일반적이지 않습니다.

C. 소아성기호증 등 성적 성벽이 있는 장애인으로서 금고 이상의 형에 해당하는 성폭력 범죄를 지은 자에 대한 치료감호의 기간은 2년을 초과할 수 없다.
- 이 선택지는 틀립니다. 치료감호의 기간에 대한 법적 제한은 구체적으로 상이할 수 있으며, 소아성기호증과 같은 경우 치료감호의 기간을"
146,공소기각의 재판에 대한 설명으로 옳지 않은 것은?,A,A,True,"문제의 핵심 형법 쟁점은 공소기각 사유에 관한 것입니다. 각 선택지를 분석하겠습니다.

A. 공소장에 검사의 간인이 없다면, 그 공소장의 형식과 내용이 연속된 것으로 일체성이 인정되고 동일한 검사가 작성하였다고 인정되더라도 공소 기각의 판결을 하여야 한다.  
- 이는 대한민국 형법에는 검사의 간인이 없다면 공소장이 무효로 간주될 수 있기 때문에, 공소기각 판결이 필요합니다. 따라서 맞는 설명입니다.

B. 공소장에 기재된 사실이 진실하다 하더라도 범죄가 될 만한 사실이 포함되지 아니한 때에는 공소 기각의 결정을 하여야 한다.  
- 범죄의 구성요건이 충족되지 않으면 공소를 기각해야 합니다. 따라서 맞는 설명입니다.

C. 피고인에 대하여 재판권이 없을 때에는 공소 기각의 판결을 하여야 한다.  
- 피고인에 대해 재판권이 없으면 공소를 기각해야 하므로 맞는 설명입니다.

D. 동일 사건이 사물 관할을 달리하는 여러 개의 법원에 계속된 경우에 사건을 심판하지 못하게 된 법원은 당해 사건에 대해 공소 기각의 결정을 하여"
147,소송 행위에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제는 소송 행위에 대한 설명 중 옳지 않은 것을 찾는 것입니다. 각 선택지를 살펴보면 다음과 같습니다.

A. 항소포기와 같은 절차 형성적 소송행위가 착오로 인해 행해진 경우 그 행위가 무효로 되기 위하여는 그 착오가 행위자 또는 대리인이 책임질 수 없는 사유로 발생하였어야 한다. 
- 이 설명은 일반적으로 맞습니다. 착오가 행위자나 대리인의 책임이 아닐 경우, 무효로 할 수 있습니다.

B. 검사에 의한 공소장 제출은 공소 제기라는 소송 행위가 성립하기 위한 본질적 요소이므로 공소장 제출이 없는 경우에는 공소 제기가 성립되었다고 할 수 없다.
- 이 설명도 맞습니다. 공소장을 제출하지 않으면 공소 제기가 성립되지 않습니다.

C. 형사소송 규칙에 따르면 법원은 공시송달의 사유가 있다고 인정한 때에는 직권 또는 검사의 청구에 따라 결정으로 공시송달을 명한다.
- 이 설명 역시 맞습니다. 법원은 조건이 충족되었을 때 공시송달을 할 수 있습니다.

D. 검사가 고소 취소된 사건을 반의사불벌죄인 협박죄로 기소하였다가"
148,증언 거부권에 대한 설명으로 옳지 않은 것은?,A,B,False,"이 문제의 핵심은 형사소송법에서 규정하고 있는 증언 거부권에 대한 정확한 이해와 해석입니다.

A. **자신에 대한 유죄 판결이 확정된 증인이 공범에 대한 피고 사건에서 증언할 당시, 앞으로 재심을 청구할 예정이라고 하여도 이를 이유로 증인에게 형사소송법 제148조에 의한 증언 거부권은 인정되지 않는다.**
- 이 선택지는 옳지 않은 설명입니다. 형사소송법 제148조는 증인이 자신에게 불리한 진술을 할 때 증언 거부권을 인정할 수 있으며, 이미 유죄가 확정된 경우에도 재심이 예정되어 있으면 그로 인해 불이익을 우려할 수 있습니다. 따라서 이 경우 증언 거부권이 인정될 수 있습니다.

B. **형사소송법 제148조의 ‘형사소추 또는 공소 제기를 당하거나 ’에서의 ‘형사소추 ’는 증인이 이미 저지른 범죄 사실에 대한 것만을 의미하는 것은 아니므로, 증인의 증언에 의하여 비로소 범죄가 성립하는 경우도 증언 거부권 고지(형사소송법 제160조)의 대상이 된다.**
- 이 선택지는 맞는 설명입니다. 증인의 진술로 인해 새로운 범죄가"
149,보호관찰 등에 관한 법률상 조사제도에 대한 설명으로 옳지 않은 것은?,A,B,False,"선택지 분석:

A. 법원은 판결 전 조사 요구를 받은 보호관찰소의 장에게 조사 진행 상황에 관한 보고를 요구할 수 있다.
- 이 설명은 법원과 보호관찰소의 관계 및 조사 과정에서의 법원 권한을 적절히 설명하고 있다. 따라서 맞는 설명이다.

B. 판결 전 조사 요구를 받은 보호관찰소의 장은 지체 없이 이를 조사하여 서면 또는 구두로 해 당 법원에 알려야 한다.
- 이 설명도 보호관찰소의 장이 조사 후 법원에 보고하는 절차를 올바르게 설명하고 있다. 맞는 설명이다.

C. 법원은 피고인에 대하여 형법 제59조의 2 및 제62조의 2에 따른 보호관찰을 명하기 위하여 필요하다고 인정하면 그 법원의 소재지 또는 피고인의 주거지를 관할하는 보호관찰소의 장에게 피고인에 관한 사항의 조사를 요구할 수 있다.
- 이 조항은 법원에 의한 조사 요구에 대한 법적 근거를 제공한다. 따라서 맞는 설명이다.

D. 법원은 소년법 제12조에 따라 소년 보호사건에 대한 조사 또는 심리를 위하여 필요하다고 인정하면 그 법원의 소재지 또는 소년의 주거지를 관할하는 보호관찰소의 장에게"
150,형의 집행 및 수용자의 처우에 관한 법률상 가석방 심사위원회에 대한 설명으로 옳지 않은 것은?,A,D,False,"문제의 핵심 형법 쟁점은 가석방 심사위원회의 구성 및 역할에 관한 것입니다. 주어진 선택지 중에서 옳지 않은 내용을 찾는 문제입니다.

1. **선택지 분석**:
   - **A**: ""가석방의 적격 여부를 심사하기 위하여 법무부 장관 소속으로 가석방 심사위원회를 둔다.""
     - 이 설명은 맞습니다. 가석방 심사위원회는 법무부 장관 소속으로 구성됩니다.
   
   - **B**: ""가석방 심사위원회는 위원장을 포함한 5명 이상 9명 이하의 위원으로 구성하며 , 위원장은 법무부 차관이 된다.""
     - 이 설명은 맞지 않습니다. 가석방 심사위원회의 위원장은 법무부 차관이 아닌 법무부 장관입니다. 따라서 이 선택지는 옳지 않습니다.
   
   - **C**: ""가석방 심사위원회는 가석방 적격 결정을 하였으면 5일 이내에 법무부 장관에게 가석방 허가를 신청하여야 한다.""
     - 이 설명은 맞습니다. 가석방 적격을 결정한 후 법무부 장관에게 신고하는 절차가 있습니다.
   
   - **D**: ""가석방 심사위원회의 심사"
151,서덜랜드와 크레시 (Sutherland & Cressey) 가 제시한 수형 자 하위문화에 대한 설명으로 옳은 것은?,B,A,False,B. 범죄 지향적 하위 문화를 수용하는 수형자들은 교도소 내에서의 지위를 확보에 관심을 가진다.
152,법관의 기피에 대한 설명으로 옳은 것은?,D,D,True,D
153,형의 집행 및 수용자의 처우에 관한 법률 시행규칙 상 수형자 직업훈련 대상자 선정의 제한사항에 해당하지 않는 것은?,A,B,False,A. 15세 미만인 경우
154,형의 집행 및 수용자의 처우에 관한 법령상 수용시설 내 감염병 관련 조치에 대한 설명으로 옳지 않은 것은?,A,A,True,A
155,형의 집행 및 수용자의 처우에 관한 법률상 금지 물품 중 소장이 수용자의 처우를 위하여 수용자에게 소지를 허가할 수 있는 것은?,C,B,False,정답: C
156,비 범죄화 (decriminaliz ation) 에 대한 설명으로 옳지 않은 것은?,A,D,False,A. 비 범죄화의 예시로 혼인 빙자 간음죄가 있다.
157,보호관찰 등에 관한 법률 상 보호관찰 대상자의 준수사항에 해당하지 않는 것은?,D,C,False,"정답은 D입니다. 

분석:
1) 보호관찰 대상자가 준수해야 하는 사항에 대한 문제입니다.
2) 각 선택지를 검토해보면, A, B, C는 보호관찰 대상자가 일반적으로 지켜야 할 사항들로 보입니다. 그러나 D는 ""범죄로 이어지기 쉬운 나쁜 습관을 버리고 선행을 하며 범죄를 저지를 염려가 있는 사람들과 교제하거나 어울리지 말 것""이라는 내용은 표면적으로 맞는 조언이지만, 법적 준수사항으로서 명확히 규정된 내용은 아닙니다.
3) 따라서 D는 다른 선택지들처럼 명백한 법적 규정으로서의 준수사항이 아닙니다.

결론적으로 가장 적절한 답변은 D입니다."
158,전자감독제도에 대한 설명으로 옳지 않은 것은?,A,A,True,"문제의 핵심은 전자감독제도에 대한 설명 중 옳지 않은 것을 찾는 것입니다. 각 선택지를 분석해 보겠습니다.

A. 프라이버시 침해 우려가 없다.
- 전자감독제도는 개인의 위치와 이동 등에 대한 감시를 포함하므로 프라이버시 침해의 우려가 존재합니다. 따라서 이 선택지는 틀립니다.

B. 교정시설 수용 인구의 과밀을 줄일 수 있다.
- 전자감독제도는 교정시설의 과밀 문제를 해결하는 방법 중 하나로, 나름의 장점이 있을 수 있습니다. 이에 따라 옳은 설명입니다.

C. 사법통제망이 지나치게 확대될 우려가 있다.
- 전자감독제는 제한적이고 통제된 형태의 감시가 이루어지는 것이기 때문에 과도한 사법 통제가 이루어질 우려가 있다는 입장도 있습니다. 이에 따라 이 선택지는 일정 부분 옳은 설명입니다.

D. 대상자의 위치는 확인할 수 있으나 구체적인 행동은 통제할 수 없다.
- 전자감독제도는 위치를 추적할 수 있지만, 실제 행동을 물리적으로 통제하는 것은 아닙니다. 따라서 이 진술은 옳습니다.

최종적으로, A 번 선택지는 전자감독제도에 대한 실제적"
159,클라워드 (Cloward) 와 올린(Ohlin) 의 차별 기회 이론 (differential opportunity theory) 에 대한 설명으로 옳지 않은 것은?,C,D,False,C
160,재소자 권리구제 제도로서 옴부즈맨 (Om bu dsman) 에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 옴부즈맨의 독립성과 전문성을 확보하기 위해서는 교정 당국이 임명하여야 한다.
161,괄호 안의 범죄에 대한 불능 미수가 성립하는 경우는 ?,A,D,False,"문제의 핵심은 불능 미수가 성립하는 경우를 찾는 것입니다. 제시된 선택지를 통해 각 경우의 성립 여부를 진단해보겠습니다.

1) **A. 부동산을 편취할 의사로 이미 사망한 자에 대하여 소유권 이전 등기 청구의 소를 제기하였다. (사기죄)**  
   - 이미 사망한 자를 대상으로 한 범죄는 성립할 수 없으므로 불능미수가 성립하지 않습니다.

2) **B. 이미 배당금을 수령할 권리를 가진 임차인이 경매 배당금을 편취할 의사로 임차인 명의를 처(妻)로 변경하고 경매법원에 배당 요구를 하였다. (사기죄)**  
   - 이 경우 편취할 의사가 있으나, 이미 권리가 있는 상황이라 명의 변경이 범죄 성립에 영향을 미치지 않으므로 불능 미수가 성립하지 않습니다.

3) **C. 소송비용을 편취할 의사로 소송 비용의 지급을 구하는 손해배상금 청구의 소를 제기하였다. (사기죄)**  
   - 법적 권리 내에서의 청구이므로 이 또한 불능 미수가 성립하지 않는 경우입니다.

4) **D. 피해자를 항거 불능 상태라고 인식하고 추"
162,형사소송법 이 명시적으로 규정하고 있는 검사의 권한에 속하지 않는 것은?,D,B,False,D. 재심의 청구
163,재정신청에 대한 설명으로 옳은 것은?,B,C,False,"정답은 B입니다. 

B는 검사의 불기소 처분과 진정 사건에 대한 입건 전 조사(내사) 종결처분이 모두 재정신청의 대상이 되는 것을 정확히 설명하고 있습니다. A, C, D의 경우에는 법률적 요건이나 절차에 대한 설명이 정확하지 않거나 오류가 있습니다."
164,증거에 대한 설명으로 옳지 않은 것은?,C,B,False,C.
165,증거동의에 대한 설명으로 옳지 않은 것은?,C,C,True,C.
166,대물적 강제수사에 대한 설명으로 옳지 않은 것은?,A,B,False,"문제의 각 선택지에 대해 법적 분석을 해보겠습니다.

A. 검사는 증거에 사용할 압수물에 대하여 가환부 청구가 있는 경우, 이를 거부할 수 있는 특별한 사정이 없는 한 가환부에 응하여야 한다.  
→ 이 선택지는 맞습니다. 검사에게는 압수물의 가환부 청구에 응해야 할 의무가 있습니다.

B. 피고인 이 외 제3자의 소유에 속하는 압수물에 대하여 몰수를 선고한 판결이 있는 경우, 그 판결의 효력은 유죄 판결을 받은 피고인에 대하여 미치는 것뿐만 아니라 제3자의 소유권에도 영향을 미친다.  
→ 이 선택지는 틀립니다. 피고인 이외의 제3자의 소유권은 몰수로 영향을 받지 않으며, 몰수의 효력은 피고인에게만 한정됩니다.

C. 압수물 목록 교부 취지에 비추어 볼 때, 압수된 정보의 상세 목록에는 정보의 파일 명세가 특정되어 있어야 하고, 수사기관은 이를 출력한 서면을 교부하거나 전자파일 형태로 복사해 주거나 이메일을 전송하는 등의 방식으로도 할 수 있다.  
→ 이 선택지는 맞습니다. 압수물 목록에 대한 구체적인 요건이 있습니다."
167,현행범 체포에 대한 설명으로 옳지 않은 것은?,A,C,False,"현행범 체포에 대한 설명에서 옳지 않은 것을 선택해야 합니다.

A. 현행범을 체포한 경찰관의 진술은 목격자의 진술과 다르지 않으며, 신빙성이 문제될 수 있다. - 이 설명은 맞습니다. 경찰관의 진술도 증거로 인정되나 그 신빙성은 평가되어야 합니다.

B. 甲이 경찰관에게 폭행을 가한 후 체포된 경우 도망 또는 증거 인멸의 염려가 있었다고 할 수 있다. - 이 설명도 맞습니다. 체포 당시 도망이나 증거 인멸의 염려가 있었으면 현행범 체포가 적법할 수 있습니다.

C. 압수 등의 조치는 요건을 충족하지 않으면 위법하지만, 사후에 영장을 발부받으면 소급하여 치유될 수 있다. - 이것도 맞습니다. 압수 또는 수색이 위법하더라도 사후 영장의 발부로 위법성이 치유되는 것이 가능합니다.

D. 전투경찰대원들이 체포 이유를 고지하지 않다가 체포한 것은 적법한 공무집행이 아니다. - 이 설명이 맞지 않습니다. 체포 절차에서 이유 고지는 중요하지만, 법원은 이를 판단할 때 해당 상황과 다소의 차이점을 감안할 수 있다.

결"
168,보증금 납입조건부 피의자 석방과 보석에 대한 설명으로 옳지 않은 것은?,A,B,False,"A. 법원이 검사의 의견을 듣지 아니한 채 보석에 관한 결정을 하였다고 하더라도 그 결정이 적정한 이상, 이러한 절차상의 하자만을 들어 그 결정을 취소할 수 없다."
